,loc_blank,branch_count,call_pairs,loc_code_and_comment,loc_comments,condition_count,cyclomatic_complexity,cyclomatic_density,decision_count,decision_density,design_complexity,design_density,edge_count,essential_complexity,essential_density,loc_executable,parameter_count,halstead_content,halstead_difficulty,halstead_effort,halstead_error_est,halstead_length,halstead_level,halstead_prog_time,halstead_volume,maintenance_severity,modified_condition_count,multiple_condition_count,node_count,normalized_cylomatic_complexity,num_operands,num_operators,num_unique_operands,num_unique_operators,number_of_lines,percent_comments,loc_total,y
89,2,1,2,2,0,0,1,0.17,0,0.0,1,1.0,3,1,0.0,4,1,10.76,5.25,296.48,0.02,17,0.19,16.47,56.47,1.0,0,0,4,0.11,7,10,4,6,9,33.33,6,0
82,9,11,2,8,15,20,6,0.13,10,2.0,3,0.5,24,1,0.0,40,0,56.47,17.4,17102.11,0.33,180,0.06,950.12,982.7,0.17,5,10,20,0.08,83,97,31,13,73,36.51,48,0
1228,1,5,0,1,0,8,3,0.27,4,2.0,1,0.33,10,1,0.0,10,1,12.7,16.25,3354.63,0.07,47,0.06,186.37,206.44,0.33,2,4,9,0.23,20,27,8,13,13,9.09,11,0
1128,1,5,1,0,0,8,3,0.38,4,2.0,1,0.33,10,1,0.0,8,1,13.45,12.44,2082.85,0.06,37,0.08,115.71,167.37,0.33,2,4,9,0.3,16,21,9,14,10,0.0,8,0
1397,2,7,3,1,0,12,4,0.31,6,2.0,4,1.0,16,1,0.0,12,2,26.73,8.46,1913.81,0.08,50,0.12,106.32,226.18,0.25,3,6,14,0.25,22,28,13,10,16,7.69,13,0
384,1,13,0,0,0,20,7,0.54,8,2.5,1,0.14,21,7,1.0,13,1,10.33,21.25,4666.84,0.07,50,0.05,259.26,219.62,1.0,6,10,16,0.47,17,33,6,15,15,0.0,13,0
1098,4,1,1,0,3,0,1,0.14,0,0.0,1,1.0,2,1,0.0,7,1,9.6,6.13,360.21,0.02,17,0.16,20.01,58.81,1.0,0,0,3,0.02,7,10,4,7,59,30.0,7,0
459,2,17,1,0,0,30,9,0.56,14,2.14,2,0.22,31,9,1.0,16,2,10.13,32.58,10759.67,0.11,73,0.03,597.76,330.22,1.0,8,15,24,0.47,23,50,6,17,19,0.0,16,0
418,4,1,2,0,6,0,1,0.14,0,0.0,1,1.0,5,1,0.0,7,0,24.59,4.05,405.89,0.03,27,0.25,22.55,99.91,1.0,0,0,6,0.06,13,14,8,5,18,46.15,7,0
473,0,7,2,0,0,12,4,0.33,6,2.0,2,0.5,15,1,0.0,12,0,15.35,20.67,6557.23,0.11,66,0.05,364.29,317.29,0.25,3,6,13,0.31,31,35,12,16,13,0.0,12,0
49,14,9,3,1,10,16,5,0.28,8,2.0,2,0.4,22,1,0.0,17,2,35.29,23.68,19791.23,0.28,156,0.04,1099.51,835.78,0.2,4,8,19,0.12,74,82,25,16,43,39.29,18,0
278,3,45,5,8,1,68,26,0.31,32,2.13,19,0.73,104,23,0.88,75,4,52.16,53.78,150849.96,0.93,425,0.02,8380.54,2804.96,0.88,18,34,80,0.27,167,258,59,38,96,10.71,83,0
432,1,1,1,0,0,0,1,0.1,0,0.0,1,1.0,2,1,0.0,10,3,14.33,6.0,515.71,0.03,22,0.17,28.65,85.95,1.0,0,0,3,0.08,8,14,6,9,12,0.0,10,0
1283,4,3,0,0,0,4,2,0.33,2,2.0,1,0.5,5,1,0.0,6,1,14.8,8.56,1083.64,0.04,28,0.12,60.2,126.66,0.5,1,2,5,0.18,11,17,9,14,11,0.0,6,0
1265,1,11,2,0,0,18,6,0.5,8,2.25,2,0.33,21,6,1.0,12,2,12.67,21.85,6050.37,0.09,57,0.05,336.13,276.9,1.0,5,9,17,0.43,23,34,10,19,14,0.0,12,0
1277,6,3,0,0,3,4,2,0.2,2,2.0,1,0.5,6,1,0.0,10,1,20.54,7.7,1217.55,0.05,36,0.13,67.64,158.12,0.5,1,2,6,0.1,14,22,10,11,20,23.08,10,0
609,15,3,8,0,5,4,2,0.1,2,2.0,2,1.0,14,1,0.0,21,1,39.6,9.45,3540.14,0.12,73,0.11,196.67,374.44,0.5,1,2,14,0.05,32,41,22,13,42,19.23,21,1
840,13,5,8,1,13,8,3,0.14,4,2.0,2,0.67,22,1,0.0,20,0,50.44,8.5,3644.57,0.14,85,0.12,202.48,428.77,0.33,2,4,21,0.06,34,51,22,11,48,41.18,21,1
184,7,13,2,3,6,26,7,0.23,12,2.17,4,0.57,27,1,0.0,28,4,41.68,16.84,11818.06,0.23,125,0.06,656.56,701.84,0.14,7,13,22,0.16,58,67,31,18,45,24.32,31,1
1023,8,7,2,1,4,12,4,0.12,6,2.0,3,0.75,29,1,0.0,33,1,85.6,21.6,39935.53,0.62,307,0.05,2218.64,1848.87,0.25,3,6,27,0.09,144,163,50,15,47,13.16,34,1
160,60,3,8,8,34,4,2,0.06,2,2.0,2,1.0,14,1,0.0,23,0,74.64,13.81,14241.04,0.34,180,0.07,791.17,1031.03,0.5,1,2,14,0.02,85,95,40,13,126,64.62,31,1
532,4,17,1,0,0,32,9,0.38,16,2.0,1,0.11,35,1,0.0,24,2,35.36,17.72,11106.15,0.21,129,0.06,617.01,626.68,0.11,8,16,28,0.31,58,71,18,11,29,0.0,24,1
481,19,5,6,2,13,8,3,0.1,4,2.0,2,0.67,15,1,0.0,27,3,33.66,44.54,66768.32,0.5,278,0.02,3709.35,1499.06,0.33,2,4,14,0.05,131,147,25,17,62,35.71,29,1
1261,16,27,5,1,1,32,15,0.23,14,2.29,8,0.53,49,7,0.43,65,1,44.88,33.62,50731.38,0.5,233,0.03,2818.41,1508.85,0.47,9,16,36,0.18,99,134,53,36,84,2.99,66,1
491,13,7,5,5,5,12,4,0.14,6,2.0,4,1.0,17,1,0.0,24,1,50.97,10.6,5730.99,0.18,99,0.09,318.39,540.48,0.25,3,6,15,0.08,41,58,29,15,48,29.41,29,1
182,28,7,3,4,14,10,4,0.2,4,2.5,2,0.5,14,3,0.67,16,0,40.48,11.25,5123.16,0.15,85,0.09,284.62,455.39,0.75,3,5,12,0.05,39,46,26,15,78,52.94,20,1
58,4,13,4,1,4,16,7,0.23,4,4.0,2,0.29,22,6,0.83,29,1,62.47,19.9,24732.36,0.41,215,0.05,1374.02,1242.99,0.86,6,10,17,0.18,97,118,39,16,39,14.71,30,1
1084,10,7,4,0,4,12,4,0.17,6,2.0,4,1.0,16,1,0.0,23,0,24.52,16.53,6697.28,0.14,79,0.06,372.07,405.21,0.25,3,6,14,0.11,35,44,18,17,38,14.81,23,1
414,2,7,0,0,7,10,4,0.29,4,2.5,1,0.25,11,4,1.0,14,0,15.93,7.2,825.94,0.04,31,0.14,45.89,114.71,1.0,3,5,9,0.17,9,22,5,8,24,33.33,14,1
1494,18,9,8,2,24,16,5,0.1,8,2.0,5,1.0,40,1,0.0,49,2,72.48,20.68,31004.8,0.5,257,0.05,1722.49,1499.05,0.2,4,8,37,0.06,106,151,41,16,80,34.67,51,1
1293,14,11,1,0,4,20,6,0.3,10,2.0,4,0.67,27,1,0.0,20,0,51.1,12.22,7632.82,0.21,119,0.08,424.05,624.5,0.17,5,10,23,0.15,60,59,27,11,39,16.67,20,1
1414,15,5,1,2,2,8,3,0.06,4,2.0,1,0.33,10,1,0.0,49,0,102.96,17.5,31530.62,0.6,285,0.06,1751.7,1801.75,0.33,2,4,9,0.04,140,145,64,16,69,7.55,51,1
