,loc_blank,branch_count,call_pairs,loc_code_and_comment,loc_comments,condition_count,cyclomatic_complexity,cyclomatic_density,decision_count,decision_density,design_complexity,design_density,edge_count,essential_complexity,essential_density,loc_executable,parameter_count,halstead_content,halstead_difficulty,halstead_effort,halstead_error_est,halstead_length,halstead_level,halstead_prog_time,halstead_volume,maintenance_severity,modified_condition_count,multiple_condition_count,node_count,normalized_cylomatic_complexity,num_operands,num_operators,num_unique_operands,num_unique_operators,number_of_lines,percent_comments,loc_total,y
855,0,5,2,0,0,8,3,0.75,4,2.0,3,1.0,10,3,1.0,4,0,12.61,6.75,574.49,0.03,23,0.15,31.92,85.11,1.0,2,4,9,0.6,6,17,4,9,5,0.0,4,0
50,0,5,4,0,0,8,3,0.23,4,2.0,3,1.0,14,1,0.0,13,1,14.28,9.33,1243.74,0.04,35,0.11,69.1,133.26,0.33,2,4,13,0.21,14,21,6,8,14,0.0,13,0
549,0,5,2,0,0,8,3,0.5,4,2.0,3,1.0,10,3,1.0,6,1,13.67,8.0,875.14,0.04,28,0.13,48.62,109.39,1.0,2,4,9,0.43,8,20,5,10,7,0.0,6,0
792,0,9,2,1,0,14,5,0.31,6,2.33,3,0.6,15,5,1.0,15,1,19.64,19.69,7612.12,0.13,76,0.05,422.9,386.65,1.0,4,7,12,0.29,35,41,16,18,17,6.25,16,0
1381,0,5,1,0,0,8,3,0.43,4,2.0,3,1.0,12,1,0.0,7,1,15.57,12.6,2472.31,0.07,44,0.08,137.35,196.21,0.33,2,4,11,0.38,21,23,10,12,8,0.0,7,0
679,0,5,2,1,0,8,3,0.23,4,2.0,3,1.0,13,1,0.0,12,1,9.76,27.0,7115.55,0.09,60,0.04,395.31,263.54,0.33,2,4,12,0.21,27,33,7,14,14,7.69,13,0
462,0,5,3,1,0,8,3,0.33,4,2.0,3,1.0,12,1,0.0,8,0,22.64,5.73,742.59,0.04,30,0.17,41.25,129.66,0.33,2,4,11,0.3,14,16,11,9,10,11.11,9,0
1142,0,7,3,0,3,12,4,0.25,6,2.0,3,0.75,19,1,0.0,16,0,21.01,13.5,3829.06,0.09,59,0.07,212.73,283.63,0.25,3,6,17,0.2,27,32,14,14,20,15.79,16,0
716,1,7,4,0,0,12,4,0.33,6,2.0,3,0.75,20,3,0.67,12,2,18.68,12.83,3076.44,0.08,51,0.08,170.91,239.72,0.75,3,6,18,0.29,22,29,12,14,14,0.0,12,0
135,0,4,4,2,0,0,3,0.19,0,0.0,3,1.0,9,1,0.0,14,1,23.8,7.79,1445.09,0.06,41,0.13,80.28,185.47,0.33,0,0,8,0.18,17,24,12,11,17,12.5,16,0
1172,0,13,1,0,1,28,7,0.64,12,2.33,3,0.43,25,1,0.0,11,1,11.3,26.81,8126.06,0.1,69,0.04,451.45,303.07,0.14,8,14,20,0.54,33,36,8,13,13,8.33,11,0
695,0,5,5,0,0,8,3,0.38,4,2.0,3,1.0,14,1,0.0,8,0,24.59,11.38,3181.51,0.09,57,0.09,176.75,279.69,0.33,2,4,13,0.33,26,31,16,14,9,0.0,8,0
1169,0,5,3,0,0,8,3,0.38,4,2.0,3,1.0,15,1,0.0,8,0,17.66,11.5,2336.0,0.07,47,0.09,129.78,203.13,0.33,2,4,14,0.33,23,24,10,10,9,0.0,8,0
805,0,5,2,0,0,8,3,0.17,4,2.0,3,1.0,11,1,0.0,18,2,35.13,12.41,5410.23,0.15,85,0.08,300.57,435.99,0.33,2,4,10,0.16,42,43,22,13,19,0.0,18,0
120,0,5,2,0,0,8,3,0.23,4,2.0,3,1.0,11,1,0.0,13,6,23.44,7.33,1260.57,0.06,38,0.14,70.03,171.9,0.33,2,4,10,0.21,16,22,12,11,14,0.0,13,0
1134,0,5,3,0,0,8,3,0.43,4,2.0,3,1.0,15,1,0.0,7,0,17.66,11.5,2336.0,0.07,47,0.09,129.78,203.13,0.33,2,4,14,0.38,23,24,10,10,8,0.0,7,0
1341,0,7,2,0,0,12,4,0.24,6,2.0,3,0.75,13,1,0.0,17,2,25.55,11.15,3178.67,0.09,63,0.09,176.59,284.98,0.25,3,6,11,0.22,29,34,13,10,18,0.0,17,0
241,0,11,3,0,0,20,6,0.27,10,2.0,4,0.67,26,1,0.0,22,0,33.56,12.02,4852.71,0.13,80,0.08,269.59,403.55,0.17,5,10,22,0.26,37,43,20,13,23,0.0,22,0
901,0,9,5,0,0,16,5,0.29,8,2.0,4,0.8,20,1,0.0,17,1,24.55,23.68,13769.86,0.19,110,0.04,764.99,581.39,0.2,4,8,17,0.28,45,65,19,20,18,0.0,17,0
437,0,97,4,0,0,192,49,0.71,96,2.0,4,0.08,241,1,0.0,69,0,46.69,123.06,707027.78,1.92,1018,0.01,39279.32,5745.45,0.02,48,96,194,0.7,523,495,34,16,70,0.0,69,0
748,0,7,3,2,0,12,4,0.4,6,2.0,4,1.0,14,4,1.0,8,0,26.93,4.8,620.48,0.04,31,0.21,34.47,129.27,1.0,3,6,12,0.36,12,19,10,8,11,20.0,10,0
423,0,11,4,0,0,18,6,0.43,8,2.25,4,0.67,20,6,1.0,14,1,16.89,18.31,5659.53,0.1,63,0.05,314.42,309.13,1.0,5,9,16,0.4,28,35,13,17,15,0.0,14,0
249,0,11,6,2,0,18,6,0.29,8,2.25,5,0.83,23,4,0.6,19,1,28.27,12.8,4632.25,0.12,70,0.08,257.35,361.89,0.67,5,9,19,0.27,32,38,20,16,22,9.52,21,0
735,0,9,2,0,1,16,5,0.63,8,2.0,5,1.0,17,1,0.0,8,2,13.02,19.25,4824.58,0.08,59,0.05,268.03,250.63,0.2,4,8,14,0.5,28,31,8,11,10,11.11,8,0
876,0,6,1,0,0,0,5,0.26,0,0.0,5,1.0,12,1,0.0,19,4,23.68,10.96,2845.58,0.09,54,0.09,158.09,259.6,0.2,0,0,9,0.25,19,35,13,15,20,0.0,19,0
1388,0,6,1,0,0,0,5,0.26,0,0.0,5,1.0,12,1,0.0,19,4,25.77,10.18,2670.15,0.09,54,0.1,148.34,262.33,0.2,0,0,9,0.25,19,35,14,15,20,0.0,19,0
477,1,19,3,0,0,30,10,0.77,12,2.5,5,0.5,35,6,0.56,13,3,19.75,20.46,8269.85,0.13,85,0.05,459.44,404.17,0.6,9,15,27,0.67,38,47,13,14,15,0.0,13,0
783,1,13,3,0,0,24,7,0.33,12,2.0,6,0.86,32,1,0.0,21,0,40.75,21.69,19168.66,0.29,160,0.05,1064.93,883.77,0.14,6,12,27,0.3,74,86,29,17,23,0.0,21,0
772,1,19,10,0,0,16,13,0.3,8,2.0,9,0.69,51,3,0.17,43,1,47.44,23.4,25974.0,0.37,185,0.04,1443.0,1110.0,0.23,4,8,40,0.29,78,107,40,24,45,0.0,43,0
608,0,15,1,0,0,0,14,0.45,0,0.0,14,1.0,29,1,0.0,31,1,46.4,12.86,7669.86,0.2,108,0.08,426.1,596.54,0.07,0,0,17,0.44,40,68,28,18,32,0.0,31,0
