,v1,v2,v3,v4,v5,y
4020,-0.291515,-0.411501,1.355732,-1.16754,-0.529065,1
2314,-0.587114,-0.082223,1.907475,-1.302012,-1.034554,1
249,-0.514324,-0.538363,1.75748,-1.433803,-1.01521,1
1190,-0.805781,-0.983719,0.191357,1.953142,-1.518075,1
4560,-0.731775,-0.553918,0.572864,1.669186,-1.212237,1
1048,-0.487713,0.00125,1.12813,0.637444,1.25167,1
5004,0.403404,-0.4184,0.968475,0.312755,-0.594556,1
4302,-0.446951,-0.585477,0.00744,0.996331,1.873195,1
5373,-0.251406,-0.630654,0.870563,-0.992839,0.483167,1
18,0.256722,1.189431,1.009472,-0.964069,-0.427583,1
3042,-0.811318,-0.628655,0.524509,1.120884,-0.997656,1
4393,0.062872,0.511298,0.838125,-1.153184,-0.496887,1
2947,-1.060926,-1.938562,-1.406864,-1.361005,-0.136583,1
3476,-0.494512,0.455132,0.090116,0.062452,0.382693,1
3104,-0.682612,-1.026829,0.891159,1.387075,3.52218,1
2730,-0.709307,-0.598674,2.337188,0.737263,-0.989801,1
1477,-0.805255,-0.61956,-0.441742,1.051043,-0.136583,1
2020,-0.035342,0.182895,0.362584,1.830636,-1.16626,1
1673,-0.799942,-0.874559,-0.107311,1.593596,-1.308316,1
5068,-0.635014,-0.586605,0.185774,-1.00744,-0.136583,1
4090,0.570499,-0.576545,1.097744,1.579987,-0.855962,1
1184,-0.418434,-0.056161,-0.298953,-1.12947,-0.136583,1
1988,-1.090767,-0.750612,0.753224,0.690544,-0.136583,1
3857,0.251889,0.328337,0.341913,-1.190326,-0.487456,1
1903,0.140379,0.24121,0.616304,0.184348,2.195282,1
3066,0.580432,-0.515025,0.85912,1.559749,-1.010083,1
3501,-0.71985,-0.981254,0.018666,2.011056,-0.136583,1
2680,-0.292931,1.354672,0.325747,1.113477,-0.76631,1
2623,-0.662168,-0.353383,-0.056353,2.222021,-0.136583,1
2538,-0.834632,-0.87551,-0.462906,0.519784,-0.136583,1
546,0.620259,1.605208,0.224349,-0.757645,-0.34547,1
3403,-0.80578,-0.628299,-0.510857,0.151867,-0.136583,1
3098,0.11839,0.492133,-0.222779,0.337985,-0.136583,1
1517,-0.765166,-0.594585,0.201131,1.914186,-0.136583,1
3776,-0.814479,-1.011216,0.087209,2.168777,-1.474112,1
4401,-0.676264,-0.762388,-0.010507,0.584708,-1.731532,1
2526,0.345423,1.11302,0.795831,-1.011816,-0.392595,1
3726,-0.162554,-0.727849,1.25727,0.662382,0.793262,1
1544,-0.280011,1.824429,-0.007827,0.121071,1.077284,1
55,-0.643959,-0.643103,0.256785,0.927884,0.794053,1
1165,-0.435886,-0.451509,0.764116,0.754562,1.96011,1
2302,-0.334553,1.64309,-1.377529,0.063521,1.076096,1
1055,-0.475342,-0.557045,1.010725,0.770439,-0.136583,1
500,0.212738,0.13996,0.900712,1.031484,-1.059744,1
2208,-0.707609,-0.451687,1.934597,0.847322,1.914455,1
4551,-0.292683,1.525554,0.050252,0.759153,-0.850016,1
4646,-0.547457,-0.537886,-0.048263,0.999771,2.198462,1
2261,-0.416868,-0.528318,-0.274481,1.001416,1.320938,1
1895,-0.858544,-1.076208,-0.362461,-1.53365,3.534445,1
751,-0.618925,-0.441055,0.132349,0.556058,-0.136583,1
453,-0.426088,0.283405,1.021855,0.703282,1.581013,1
1691,-0.583646,-0.346886,0.090151,-1.10007,-0.136583,1
1535,-0.386753,0.730531,0.818112,1.544721,-0.9635,1
1634,-0.328604,-0.18157,1.015728,1.194453,-0.136583,1
5080,-1.113484,-0.788898,-2.048368,-1.339265,-1.081529,1
3281,-0.561517,-0.069979,1.290325,0.818259,-1.37655,1
3955,-0.777673,-0.880857,-0.280343,-0.892186,1.502625,1
2222,-0.690682,-0.489578,0.275273,2.038249,-1.419319,1
3773,-0.628627,-0.655358,0.184542,0.945674,-0.136583,1
4900,-0.662074,-0.481222,-0.189935,1.700045,-0.136583,1
3769,-0.671524,-0.629958,0.345003,2.056578,-0.136583,1
2223,-0.705087,-1.097181,-0.070132,1.935704,2.094035,1
2781,-0.788518,-1.116878,-0.163882,1.386397,3.139984,1
3356,-0.659882,-0.746566,0.988725,-1.342446,3.583523,1
2281,-0.14227,-0.224058,1.130345,0.145535,-0.655129,1
794,-0.383473,-0.171441,1.066245,0.778574,1.641932,1
4141,-0.839197,-0.666424,-0.498764,0.393819,-0.136583,1
2855,-0.670153,-0.885557,-0.315357,1.191766,-1.603263,1
359,-0.863489,-1.582094,-0.613889,-0.909957,-0.136583,1
5262,-1.068109,-0.692037,0.88353,-1.543876,-0.808381,1
1218,-0.372139,-1.066345,-0.439489,1.285761,2.246028,1
2271,-0.374992,-1.035525,1.200788,2.592151,-1.34833,1
1216,0.072282,0.035772,1.038561,0.878181,1.311499,1
3800,-0.773587,-1.093433,-0.248856,1.586076,-1.680731,1
731,-0.445794,-0.6167,-0.086563,1.631447,-1.894876,1
3819,0.107744,0.181297,1.185617,0.843895,-0.831672,1
2001,0.372556,-0.701129,2.166824,-1.262198,-0.556924,1
4892,-0.226874,0.027864,0.548778,0.49179,2.26142,1
4046,-0.74968,-0.992488,-0.432969,1.187497,-1.625455,1
824,-0.350037,-0.950183,0.616206,1.153073,3.364768,1
666,-0.679626,-0.150279,-0.198777,1.907218,-0.136583,1
1950,-0.494725,1.257382,0.224001,0.378835,1.383272,1
2375,-0.673701,-0.831275,-0.12683,1.011246,2.340725,1
163,-0.841948,-0.969984,-0.144009,2.13075,-1.693309,1
2480,-0.70392,-0.772746,1.634748,-1.468653,-1.707242,1
452,-0.493375,-0.861211,0.226001,0.710708,-0.136583,1
4847,-0.440276,-0.779079,1.62686,0.658067,0.908746,1
2232,0.207849,0.37549,0.521775,-0.943978,1.563994,1
2105,-1.021568,-1.779541,-1.310705,-1.697733,-0.136583,1
1239,-0.360799,0.758202,0.435512,-0.888687,-0.610195,1
1005,-0.534785,-0.669536,1.372254,1.299358,2.690226,1
4035,-0.58753,-0.085184,0.896757,1.164937,-1.219712,1
1023,-0.696288,-0.375405,0.108093,1.553497,-0.136583,1
1136,-1.263068,-0.72891,-0.036701,1.686398,-0.136583,1
2869,-0.779074,-1.019628,0.014432,2.274335,-1.341061,1
486,-0.16558,0.147386,1.216899,0.476002,1.448819,1
4083,-0.047809,0.625873,-1.276248,-0.153205,-0.593102,1
5211,0.445466,0.465355,0.362076,0.074424,-0.5239,1
2674,-0.598644,-0.775742,0.065838,1.909779,-1.239993,1
4451,-0.782649,-0.745158,-0.107128,0.592131,-1.112963,1
58,-0.831003,-0.781418,-0.474497,-1.514571,-0.136583,1
2886,-0.424093,0.180063,1.494554,1.144448,-1.030676,1
5180,-0.749723,-0.834998,-1.63641,-1.861222,1.664429,1
3381,-0.268034,-0.708791,0.742504,0.108247,0.51584,1
2251,0.084946,0.199474,0.124644,0.94423,-0.957204,1
1395,0.023086,-0.210663,0.614413,-1.911942,2.47498,1
4795,-1.11519,-0.892575,-0.094062,1.503769,-1.923957,1
4768,-1.028493,-0.892301,-0.022815,1.482966,-1.859145,1
2683,-0.374341,-0.480057,1.423333,0.7817,1.061388,1
4030,-0.310239,-1.032976,0.97311,0.395491,1.062957,1
89,-0.700087,-0.704671,0.305573,2.253595,-1.706573,1
4178,-0.401561,-0.194906,0.616974,0.374397,-0.789882,1
3276,0.540839,1.318188,0.495614,-0.937232,0.247519,1
3725,0.481472,0.03032,0.434723,0.045348,0.279002,1
278,-0.73668,-0.907293,-0.514115,0.369482,-0.136583,1
4528,-0.406021,-0.730381,1.088321,0.991899,2.42731,1
1414,-0.6418,-0.823401,-0.381017,1.278316,1.094332,1
