,v1,v2,v3,v4,v5,y
392,0.019725,1.713144,0.817658,-0.957645,-0.437595,1
1393,-0.651914,-0.794403,-0.176571,-0.956894,2.549526,0
4678,-0.026367,1.131902,-1.298042,-0.955663,2.423071,0
3740,0.492593,0.598977,-1.130341,-0.955034,2.105293,0
2513,0.279535,1.11591,0.218418,-0.95414,-0.388372,1
4425,-0.484698,2.918821,-1.673359,-0.953356,-0.136583,0
5285,-0.020987,1.897902,0.34161,-0.951619,-0.136583,0
1274,-1.376619,0.655366,0.262177,-0.94963,-0.620457,0
1806,-0.356552,-0.181111,0.6703,-0.949584,0.31045,0
4594,-0.404087,1.061766,-1.23168,-0.94897,2.662448,0
2249,0.337818,1.098826,0.97405,-0.94891,-0.388533,1
3959,-1.012425,-0.985341,0.170833,-0.948566,-0.756069,1
1511,-0.403507,-0.355684,0.884136,-0.947252,-0.437044,0
3321,1.996662,-0.81402,0.853199,-0.947156,-0.371546,0
1946,0.605679,0.59423,1.07865,-0.946877,-0.387314,1
320,-0.098315,1.907279,0.269849,-0.946429,0.239203,0
1859,-0.153998,1.195952,0.76109,-0.944964,-0.426126,0
2319,2.204364,-1.027332,0.906763,-0.94435,-0.360838,0
3543,-0.423732,3.105647,-1.514807,-0.944306,-0.397376,0
2232,0.207849,0.37549,0.521775,-0.943978,1.563994,1
4891,-0.215303,1.214388,0.129386,-0.943814,0.199479,0
1683,-0.768917,-0.012756,0.400296,-0.943642,-0.136583,0
2799,-0.526022,0.48627,-1.260318,-0.94142,0.947506,1
651,-0.262952,1.102574,0.679409,-0.941103,-0.399275,0
5074,-0.095621,2.033287,0.219366,-0.941103,0.22424,0
4546,-0.148595,1.579169,-1.355626,-0.941047,1.895432,0
691,1.066941,0.464239,0.860374,-0.94097,-0.423014,0
2909,-0.372699,0.777813,-1.681368,-0.940345,0.241246,0
4320,-0.886312,-1.236127,-0.962737,-0.93795,1.794654,0
2457,1.012593,0.488209,0.874951,-0.937673,-0.422279,0
276,-0.651838,0.181379,0.240779,-0.937302,0.290301,0
3276,0.540839,1.318188,0.495614,-0.937232,0.247519,1
1252,2.690419,-1.113869,0.703009,-0.935657,-0.362721,0
4803,-0.099273,1.277897,0.378987,-0.934664,-0.432057,0
1826,-0.626581,-0.801951,-0.147436,-0.934619,1.583077,0
2054,-0.353266,0.814826,0.474327,-0.934306,-0.441997,0
1765,-0.353398,0.815085,0.47437,-0.933815,-0.441248,0
4995,-1.004629,-1.255273,-1.027098,-0.932972,-0.984959,1
2162,-0.195856,0.898205,0.444254,-0.93227,-0.450023,0
1924,-0.718133,-0.618257,0.135733,-0.931693,2.063251,1
2773,0.234259,1.460729,0.300559,-0.931278,-0.426397,1
286,-0.256395,1.494075,-1.345751,-0.931043,1.786732,0
760,-0.474401,2.821988,-1.48107,-0.930957,-0.413482,0
4040,-0.359194,0.824826,0.470642,-0.930507,-0.136583,0
2920,-0.008752,0.945875,-1.317402,-0.930258,2.349742,0
5360,-0.139856,0.579766,0.523342,-0.928915,-0.136583,0
658,-0.78966,-0.21071,0.586588,-0.928515,-0.425591,0
937,-0.505837,-0.020076,0.068607,-0.92756,0.672361,0
5263,-0.781572,-0.123806,0.469572,-0.927492,-0.430107,0
5000,-0.71991,-0.617057,0.132606,-0.92725,2.017648,1
1601,-0.706809,0.386077,-1.633155,-0.926435,-0.427621,0
4552,-0.212261,1.395351,0.438214,-0.924734,-0.136583,0
2938,0.954217,0.544128,0.804681,-0.924648,-0.414033,0
4966,-0.398777,-0.359467,0.919816,-0.924317,-0.424889,0
1521,0.172908,1.681148,-1.27249,-0.924282,1.274958,0
2625,0.172685,1.680526,-1.272401,-0.924198,1.275022,0
1263,0.019325,0.169347,-1.107275,-0.922973,3.365271,0
4290,-0.26305,1.737161,0.09894,-0.922706,1.901843,0
101,-0.208894,1.414257,0.397584,-0.921325,-0.136583,0
2955,-0.558402,-0.383294,0.607292,-0.919692,-0.473004,0
826,0.024089,1.140668,0.877652,-0.918557,-0.409976,1
329,-0.861735,-1.134381,0.127383,-0.916981,-0.864319,1
1,-0.641265,0.109245,0.29213,-0.916804,0.240223,0
5369,-0.213035,0.023258,-1.445009,-0.91633,-0.603465,1
6,2.470804,-0.707277,0.787143,-0.916224,-0.350777,0
5105,-0.660279,0.115872,0.22837,-0.916218,0.239201,0
1857,2.241652,-0.863052,0.756638,-0.915949,-0.359828,0
4723,-1.210694,2.065306,-1.496952,-0.915507,-0.433042,0
4661,2.434157,-0.867105,0.538729,-0.915314,-0.383036,0
359,-0.863489,-1.582094,-0.613889,-0.909957,-0.136583,1
2131,-0.155263,0.725091,0.305627,-0.909558,-0.411453,0
4295,0.442764,1.48813,0.513098,-0.909369,-0.425068,1
5126,0.569696,1.284195,0.566921,-0.908091,-0.359959,1
602,-0.752056,-1.038814,-0.25671,-0.907514,-0.136583,0
4266,0.509118,1.30793,0.398816,-0.907412,-0.359936,1
1888,2.654214,-1.058963,0.641978,-0.906801,-0.355216,0
162,-0.054138,2.039832,0.194468,-0.904133,0.217673,0
5176,-0.064419,1.487178,0.162034,-0.902691,-0.447588,0
2908,0.337027,0.435827,-0.373008,-0.902586,2.98278,0
1606,-0.760057,-1.059684,-0.249704,-0.902345,-0.136583,0
2614,2.025856,-0.234715,0.770189,-0.90219,-0.350604,0
3461,-0.224739,1.034694,0.364702,-0.901841,-0.426657,0
3967,0.511132,0.589694,-0.340194,-0.90122,2.641739,0
1937,-0.552874,0.28713,0.198288,-0.901099,0.660282,0
4576,-0.296943,-0.095253,0.459577,-0.900547,0.283307,0
5131,-0.657629,0.103276,-1.115676,-0.900167,0.624481,0
942,-0.143894,-0.051144,0.831954,-0.899891,-0.600308,1
92,-0.814265,-0.958308,-0.474786,-0.899808,1.433597,1
2124,-0.399416,1.481573,0.230357,-0.899141,-0.436784,0
28,-0.198939,1.434068,0.323056,-0.899006,-0.136583,0
4183,-0.047414,-0.259202,0.150114,-0.898919,-0.420834,0
3647,0.345993,1.278355,0.908794,-0.898605,-0.408211,1
4095,-0.24345,1.834276,0.109216,-0.898555,1.549553,0
2874,-0.334936,1.740698,0.438408,-0.897793,-0.136583,0
3494,2.299178,-1.143646,0.560546,-0.895183,0.378712,0
2154,-0.606984,-0.021498,0.313342,-0.894938,-1.221118,0
4303,2.298887,-1.143646,0.560546,-0.894865,0.378274,0
1351,-0.722403,0.08101,-1.721862,-0.894565,0.201176,0
288,0.391549,1.127285,0.979918,-0.8941,-0.425168,1
3052,-1.210201,2.164418,-1.517923,-0.893144,-0.423351,0
62,0.318616,0.508701,-0.345005,-0.892794,2.657375,0
3955,-0.777673,-0.880857,-0.280343,-0.892186,1.502625,1
3458,-0.350025,1.762964,0.156529,-0.892028,-0.425757,0
584,-1.231742,2.293363,-1.564976,-0.891388,-0.429458,0
715,2.362458,-0.594724,0.562199,-0.88926,-0.354273,0
2035,-0.360683,0.758637,0.435545,-0.888763,-0.610287,1
1239,-0.360799,0.758202,0.435512,-0.888687,-0.610195,1
3897,0.948452,-0.129822,-0.346252,-0.888451,2.076611,0
2098,-0.179337,2.038786,0.119404,-0.888377,1.102226,0
186,-0.327048,-0.228405,0.81178,-0.888281,0.188317,0
264,2.158482,-0.502745,0.427138,-0.887709,-0.351776,0
4207,-0.141421,2.02216,0.066004,-0.886212,-0.410815,0
813,-0.329329,2.366978,-1.479266,-0.885482,-0.754818,0
3956,-0.389726,1.614396,0.164846,-0.883252,0.147212,0
4014,2.268494,-1.109468,0.433394,-0.882701,0.330831,0
4121,2.267713,-1.109559,0.433092,-0.882608,0.330294,0
368,-0.482332,2.111719,-1.484801,-0.881991,-0.607664,0
2830,-0.329429,-0.124546,0.547482,-0.88122,0.30304,0
1536,-0.397176,2.218457,-1.480083,-0.881165,-0.712436,0
